case_id,method,case_type,target_signal,query,prompt,answer
emp_hard_011,empirical_text_rag_clean,negative_control_preservation,FluSurv-NET influenza hospitalization rate,The negative-control signal has a listed best lag. Should it be treated as present evidence? Explain using the score.,"You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_011
Case type: negative_control_preservation
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
The negative-control signal has a listed best lag. Should it be treated as present evidence? Explain using the score.

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_012,empirical_text_rag_clean,negative_control_preservation,FluSurv-NET influenza hospitalization rate,"Which empirical candidate was intentionally used to test missing-evidence preservation, and how did the KG represent it?","You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_012
Case type: negative_control_preservation
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
Which empirical candidate was intentionally used to test missing-evidence preservation, and how did the KG represent it?

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_013,empirical_text_rag_clean,negative_control_preservation,FluSurv-NET influenza hospitalization rate,How many positive typed leading-indicator edges should exist after including the negative control?,"You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_013
Case type: negative_control_preservation
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
How many positive typed leading-indicator edges should exist after including the negative control?

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_014,empirical_text_rag_clean,evidence_blurring_score_binding,FluSurv-NET influenza hospitalization rate,Summarize the evidence for all three positive empirical candidates without mixing their scores.,"You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_014
Case type: evidence_blurring_score_binding
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
Summarize the evidence for all three positive empirical candidates without mixing their scores.

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_015,empirical_text_rag_clean,evidence_blurring_score_binding,FluSurv-NET influenza hospitalization rate,"A retrieved passage mentions ILI, wastewater, and test positivity together. State which score belongs to each candidate.","You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_015
Case type: evidence_blurring_score_binding
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
A retrieved passage mentions ILI, wastewater, and test positivity together. State which score belongs to each candidate.

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_016,empirical_text_rag_clean,evidence_blurring_score_binding,FluSurv-NET influenza hospitalization rate,"Which empirical candidates had lag 1 present evidence, and which candidate did not have present evidence?","You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_016
Case type: evidence_blurring_score_binding
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
Which empirical candidates had lag 1 present evidence, and which candidate did not have present evidence?

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_017,empirical_text_rag_clean,evidence_blurring_score_binding,FluSurv-NET influenza hospitalization rate,Identify any empirical candidate that should not receive a typed leading-indicator edge and explain why.,"You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_017
Case type: evidence_blurring_score_binding
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
Identify any empirical candidate that should not receive a typed leading-indicator edge and explain why.

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_018,empirical_text_rag_clean,evidence_claim_vs_typed_edge,FluSurv-NET influenza hospitalization rate,Explain the difference between the four empirical EvidenceClaims and the three typed KG edges.,"You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_018
Case type: evidence_claim_vs_typed_edge
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
Explain the difference between the four empirical EvidenceClaims and the three typed KG edges.

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_019,empirical_text_rag_clean,evidence_claim_vs_typed_edge,FluSurv-NET influenza hospitalization rate,"If an answer says there were four empirical leading-indicator KG edges, what is wrong with that answer?","You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_019
Case type: evidence_claim_vs_typed_edge
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
If an answer says there were four empirical leading-indicator KG edges, what is wrong with that answer?

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_020,empirical_text_rag_clean,causal_overclaim_guard,FluSurv-NET influenza hospitalization rate,"Do the empirical influenza results prove that ILI, wastewater, or test positivity caused the hospitalization target to rise?","You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_020
Case type: causal_overclaim_guard
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
Do the empirical influenza results prove that ILI, wastewater, or test positivity caused the hospitalization target to rise?

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_021,empirical_text_rag_clean,causal_overclaim_guard,FluSurv-NET influenza hospitalization rate,Write a thesis-safe interpretation of the empirical influenza extension in one paragraph.,"You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_021
Case type: causal_overclaim_guard
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
Write a thesis-safe interpretation of the empirical influenza extension in one paragraph.

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
emp_hard_022,empirical_text_rag_clean,pipeline_isolation,FluSurv-NET influenza hospitalization rate,"In the empirical_influenza pipeline, which candidates should be considered for the hospitalization target?","You are evaluating empirical influenza evidence claims for a thesis on Failure-Conditioned GraphRAG.

Use only the supplied context for empirical details.
Preserve exact candidate names, evidence status, lag, correlation score, paired-week count, and KG edge status when available.
Do not import controlled fixture candidates such as Chile Influenza Activity, Australia Influenza Activity, Travel Importation Pressure, or Humidity Drop.
Do not claim causal discovery.
Do not claim that forecast improvement has already been validated.
Frame lagged correlations as screening evidence for possible model-revision testing, not causal proof.
Return a concise answer.


Case ID: emp_hard_022
Case type: pipeline_isolation
Pipeline: empirical_influenza
Target signal: FluSurv-NET influenza hospitalization rate

Question:
In the empirical_influenza pipeline, which candidates should be considered for the hospitalization target?

Supplied context:
[clean_outpatient_ili]
Candidate: Outpatient ILI activity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.958037. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_wastewater]
Candidate: Influenza A wastewater concentration. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.947016. Paired weeks: 26. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_test_positivity]
Candidate: Influenza test positivity. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: present. Best leading lag: 1 week. Correlation score: r=0.925810. Paired weeks: 29. KG behavior: promoted into a typed LEADING_INDICATOR_FOR edge. Interpretation: screening-level leading-indicator evidence, not causal proof.

[clean_negative_control]
Candidate: Negative-control permuted surveillance signal. Target: FluSurv-NET influenza hospitalization rate. Pipeline: empirical_influenza. Evidence status: missing. Best positive lag recorded: 4 weeks. Correlation score: r=-0.048027. Paired weeks: 26. This claim was retained as an EvidenceClaim only and was not promoted into a typed LEADING_INDICATOR_FOR KG edge. Interpretation: negative-control/missing evidence, not a supported model-revision signal and not causal proof.

Answer:",
